x,y,z
1.0952,0.411924,4.99432
-0.927329,0.447422,5.01068
-0.815515,0.449402,5.00065
-0.757016,0.438136,4.99374
-0.392348,0.443876,5.00451
-0.28323,0.453367,4.99793
-0.199427,0.442013,5.01149
-0.102389,0.437402,5.0254
0.0476951,0.42509,4.99813
0.189793,0.441122,5.00621
0.248229,0.454574,5.00621
0.373681,0.452301,5.00096
0.447237,0.43832,5.00232
0.508476,0.442498,5.02564
0.876441,0.452919,5.00325
-1.07108,0.470894,5.00543
-0.710901,0.476355,4.99693
-0.635282,0.466157,5.00709
-0.534042,0.479161,5.01032
-0.147901,0.472503,5.00822
0.00395275,0.464156,5.01072
0.0588336,0.486391,5.00124
0.315946,0.46655,4.99329
0.566394,0.488416,5.01899
0.934083,0.467692,4.99595
1.0731,0.466253,5.00685
-1.00722,0.49054,4.99728
-0.949356,0.503169,5.01189
-0.77789,0.495686,5.00711
-0.660481,0.519224,4.99512
-0.203916,0.522747,5.00514
-0.0282387,0.5125,5.02559
0.152898,0.502405,4.99292
0.417456,0.492388,4.99267
0.512356,0.49745,4.99471
0.621749,0.504998,5.00313
0.722289,0.515458,5.01968
0.881485,0.510288,5.01997
0.94001,0.523217,5.01767
0.994612,0.500522,5.00797
-0.807787,0.548025,4.99576
-0.710112,0.550881,5.00648
-0.563334,0.550087,5.01491
-0.507112,0.554377,4.99465
-0.441398,0.530226,4.99545
-0.387115,0.539511,5.01906
0.0218885,0.533623,5.00042
0.184533,0.55332,4.99232
0.241073,0.545331,5.01061
0.337748,0.526421,5.01191
0.392544,0.549571,5.00445
0.451006,0.542228,4.99314
0.550119,0.543472,5.00157
0.668635,0.541239,5.01249
0.784172,0.554466,4.9993
0.843718,0.556779,5.01266
-1.02104,0.571333,5.00849
-0.866137,0.559927,5.00224
-0.615736,0.569932,4.99363
-0.42224,0.587187,5.00963
-0.294401,0.57708,5.00322
-0.234737,0.577783,5.01167
-0.0321176,0.582049,5.00575
0.0629992,0.581528,5.00633
0.72033,0.570957,4.99716
1.018,0.576793,5.01828
-0.935908,0.611336,5.00575
-0.71346,0.616051,4.99739
-0.663075,0.594023,5.02136
-0.557616,0.616099,5.00509
-0.172167,0.613577,5.00721
0.171088,0.611247,4.99983
0.291548,0.617709,4.99224
0.387728,0.609333,5.00353
0.459516,0.599576,5.00851
0.518586,0.594399,4.99961
0.578009,0.594721,5.0153
0.760225,0.615607,4.99405
0.875198,0.606048,4.99753
0.933084,0.620724,4.99253
-0.862016,0.633519,5.01759
-0.800086,0.648302,5.003
-0.670081,0.653533,5.01925
-0.615956,0.629674,5.00661
-0.464047,0.629048,4.99998
-0.329616,0.635484,5.00332
-0.117008,0.638162,4.99409
0.00449805,0.62949,5.00868
0.101744,0.645616,4.99319
0.216582,0.640896,5.02531
0.34271,0.648424,5.00955
0.547624,0.645995,5.00879
0.710208,0.656837,5.00454
0.843229,0.653437,5.01695
-0.967156,0.658629,5.02518
-0.750085,0.680556,5.01722
-0.575649,0.673051,4.99697
-0.511597,0.66561,5.00033
-0.366875,0.682131,5.00866
-0.280976,0.684935,5.02067
-0.227438,0.682567,4.99377
-0.0285969,0.680272,5.0025
0.0516209,0.677354,5.00204
0.154384,0.667609,5.01154
0.265744,0.669876,5.00665
0.604492,0.664892,5.01036
0.76758,0.671954,5.01327
0.95487,0.676288,4.99714
-0.934375,0.704241,5.00425
-0.858132,0.721226,5.01244
-0.802472,0.707633,4.99465
-0.694573,0.708212,5.01667
-0.42288,0.713796,5.02296
-0.134309,0.702608,4.99971
0.0131533,0.721656,5.01449
0.328079,0.705936,5.01782
0.393813,0.719678,5.0137
0.559219,0.704017,4.99948
0.610758,0.723127,5.02328
0.666782,0.716201,5.00327
0.726427,0.71421,4.99828
0.862876,0.711654,5.01597
0.921931,0.720507,5.02055
-0.742599,0.743839,5.02108
-0.374372,0.741052,5.0006
-0.191375,0.728693,5.02322
0.163889,0.741347,5.02514
0.508291,0.735456,4.99665
0.780753,0.736596,5.00984
-0.873048,0.778939,5.01922
-0.820676,0.764746,4.99368
-0.69055,0.773468,5.02383
-0.504686,0.789746,5.01161
-0.447901,0.768282,5.02149
-0.13364,0.766781,5.01195
0.0188742,0.780937,5.00752
0.0765915,0.789547,4.99381
0.295214,0.779799,5.01522
0.351387,0.760813,5.02397
0.402223,0.776473,4.99642
0.599895,0.782029,5.02484
0.707819,0.768832,5.01467
-0.830919,0.823758,4.99589
-0.736704,0.811548,5.00116
-0.456557,0.823019,4.99859
-0.401136,0.795222,4.99447
-0.350309,0.804231,5.02497
-0.257919,0.805965,5.00475
-0.187047,0.80555,5.00846
-0.0790362,0.798837,5.02034
0.163839,0.804285,5.01387
0.341059,0.817882,5.00881
0.503565,0.794879,5.00435
0.553612,0.820122,5.02558
0.667495,0.813158,5.01279
0.741767,0.81751,5.02327
0.790831,0.794418,4.99767
0.850178,0.803654,5.00753
-0.642682,0.83439,5.01604
-0.586909,0.827464,4.9937
-0.5113,0.847418,4.99663
-0.317897,0.846145,4.99492
-0.222683,0.853321,5.01525
0.0329764,0.839794,5.01102
0.111531,0.833469,5.01547
0.27749,0.836641,5.0223
0.396323,0.836093,4.99445
0.451161,0.849774,5.01441
0.613077,0.835439,5.00108
0.80975,0.844619,5.02445
-0.744683,0.868279,5.01883
-0.686133,0.874903,5.0079
-0.560749,0.880265,5.00488
-0.428292,0.873192,5.01575
-0.371078,0.873624,4.99784
-0.273822,0.884088,5.00945
-0.117125,0.886802,5.00545
-0.0204799,0.866041,4.99896
0.0766731,0.882239,5.01414
0.172207,0.863679,5.0137
0.229804,0.870133,4.99843
0.549895,0.882272,5.00205
0.662395,0.872801,5.01581
-0.324996,0.911878,4.99447
-0.0614387,0.9065,5.01569
0.114904,0.924107,4.99187
0.16896,0.925717,5.01786
0.282792,0.89528,5.01095
0.350264,0.909884,5.00711
0.445312,0.915353,4.9995
0.635854,0.925282,5.00436
0.730436,0.914043,5.01719
-0.66864,0.960206,5.02411
-0.524334,0.949848,5.00131
-0.407378,0.929391,5.01402
0.522764,0.940913,5.0095
0.582775,0.954774,5.00003
-0.619805,0.992349,5.01079
-0.337998,0.962766,5.02395
-0.222085,0.989906,5.02548
-0.177782,0.963196,4.99518
0.0794016,0.977075,5.01086
0.138374,0.994242,5.00541
0.334485,0.96829,5.00649
0.632815,0.984132,5.01541
-0.568858,1.02247,5.00125
-0.459379,1.02224,5.02063
-0.373403,1.00474,4.99988
-0.311324,1.01793,5.00997
-0.162281,1.02099,4.99906
-0.0962535,1.02782,4.99799
-0.0403734,1.0073,5.00519
0.0187915,1.01212,5.01474
0.19107,1.02154,4.99672
0.331714,1.02803,5.01104
0.392803,0.997363,5.02289
0.498067,1.01569,5.0002
-0.506473,1.0547,5.00253
-0.360206,1.06312,4.99591
-0.215075,1.04924,4.996
0.0735873,1.03627,5.01822
0.130546,1.0559,5.02398
0.274571,1.04609,5.00934
0.385394,1.05402,5.00471
0.440439,1.03185,4.9961
0.553747,1.03075,5.01728
-0.44956,1.08024,5.00917
0.0283552,1.06898,4.99633
0.239161,1.09338,4.999
0.318333,1.08692,5.00596
-0.395808,1.10111,5.02561
-0.340748,1.11934,5.0033
-0.0398926,1.12086,5.01604
0.120358,1.11928,4.9987
0.180663,1.10568,4.99448
-0.285419,1.1347,5.02073
-0.229967,1.1472,4.99394
-0.133543,1.1624,4.9967
0.283796,1.13508,4.99685
0.000131221,1.17005,5.0051
0.072456,1.16784,5.01841
-0.00463291,-1.17003,5.053
-0.241081,-1.14497,5.03011
0.0450138,-1.13854,5.04124
0.237644,-1.1367,5.05051
-0.197654,-1.10458,5.03886
-0.138491,-1.11329,5.0429
-0.0786791,-1.12147,5.03267
0.0908996,-1.10176,5.0292
0.143593,-1.12958,5.03549
0.194519,-1.09797,5.035
0.392749,-1.10219,5.03466
-0.461624,-1.07511,5.04281
-0.322646,-1.07207,5.04964
-0.259956,-1.09132,5.05562
-0.0504442,-1.07125,5.04915
0.0402387,-1.07988,5.0526
0.291432,-1.08071,5.05267
0.34612,-1.06453,5.03423
-0.515264,-1.05046,5.02717
-0.219963,-1.04928,5.03286
-0.109338,-1.06261,5.05613
-0.00119978,-1.04291,5.03009
0.184374,-1.03715,5.04569
0.515796,-1.05023,5.03273
-0.564234,-1.02501,5.0506
-0.476626,-1.00465,5.02911
-0.310362,-1.01,5.04671
-0.152938,-1.01586,5.05933
0.127518,-1.01391,5.03509
0.305461,-1.02259,5.04779
0.580907,-1.01565,5.03217
-0.622867,-0.990505,5.04739
-0.418807,-0.989981,5.04551
-0.263941,-0.971801,5.04875
-0.208439,-0.994087,5.0532
-0.119773,-0.970235,5.03925
-0.0601974,-0.969919,5.04499
-0.00351657,-0.98304,5.03054
0.0546142,-0.976405,5.0435
0.188825,-0.975525,5.04596
0.281396,-0.967858,5.0432
0.341177,-0.972118,5.04462
0.636709,-0.981608,5.03418
-0.672681,-0.957356,5.04367
-0.53627,-0.945108,5.05143
-0.458631,-0.946336,5.03503
0.232389,-0.935199,5.05431
0.4256,-0.944073,5.03749
0.484515,-0.954981,5.04006
0.693046,-0.942715,5.02786
-0.363511,-0.913436,5.05589
-0.307245,-0.921888,5.03691
-0.247842,-0.914679,5.04035
-0.189141,-0.902937,5.03811
-0.0229375,-0.926442,5.02728
0.128287,-0.910797,5.05422
0.328687,-0.913079,5.05538
0.537872,-0.923896,5.03738
0.7444,-0.902648,5.03381
-0.720677,-0.864014,5.03083
-0.655372,-0.865815,5.03313
-0.597266,-0.893503,5.04352
-0.534596,-0.885698,5.05943
-0.476027,-0.87297,5.05796
-0.392971,-0.866151,5.03371
-0.332298,-0.867502,5.0334
-0.0547224,-0.880865,5.0498
0.00433221,-0.874854,5.04092
0.0638842,-0.86889,5.04665
0.227478,-0.878131,5.03661
0.402863,-0.889975,5.0499
0.588808,-0.892515,5.03333
-0.827389,-0.827313,5.03542
-0.569196,-0.837417,5.05141
-0.228334,-0.858252,5.0459
-0.169525,-0.846611,5.04403
0.446588,-0.851679,5.03518
0.544565,-0.858961,5.05585
0.600875,-0.838437,5.05629
0.795606,-0.857642,5.0437
-0.768432,-0.815809,5.02612
-0.70994,-0.805975,5.04354
-0.466518,-0.804459,5.04732
-0.384425,-0.810001,5.05296
-0.324554,-0.811908,5.05438
-0.0564756,-0.822147,5.0379
0.0236122,-0.819655,5.05416
0.0806126,-0.813023,5.03261
0.138634,-0.797908,5.03381
0.193292,-0.822565,5.03393
0.271682,-0.816431,5.03836
0.838543,-0.816055,5.04846
-0.870545,-0.781729,5.03511
-0.596169,-0.78922,5.02802
-0.420576,-0.767251,5.03155
-0.296269,-0.762775,5.03496
-0.0920589,-0.773992,5.03541
0.18374,-0.767625,5.05918
0.407593,-0.78823,5.02858
0.503229,-0.776282,5.05551
0.737603,-0.789726,5.02623
0.879093,-0.772139,5.05321
-0.798525,-0.728743,5.02978
-0.747773,-0.753517,5.05461
-0.688023,-0.752374,5.05922
-0.583268,-0.734792,5.04966
-0.474452,-0.745048,5.04561
-0.24938,-0.728046,5.04876
-0.194266,-0.751722,5.04768
-0.0299148,-0.750785,5.0468
0.128787,-0.743604,5.05873
0.221357,-0.731608,5.02868
0.356821,-0.758273,5.03938
0.447724,-0.746702,5.04473
0.548607,-0.738467,5.03707
0.746304,-0.736879,5.05311
0.80529,-0.736147,5.04256
-0.924636,-0.717007,5.05104
-0.865105,-0.723209,5.04703
-0.710018,-0.702503,5.03236
-0.526703,-0.715633,5.04461
-0.434165,-0.703973,5.02892
-0.379607,-0.696991,5.05269
-0.11003,-0.717217,5.04239
-0.0555581,-0.697621,5.05794
0.024658,-0.719126,5.04461
0.0828016,-0.709256,5.03364
0.149839,-0.694662,5.03126
0.318147,-0.712542,5.04253
0.390753,-0.711313,5.05476
0.618387,-0.709577,5.04312
0.678336,-0.709337,5.04387
0.861752,-0.716109,5.04085
0.919361,-0.72251,5.05788
-0.655483,-0.670606,5.03174
-0.574518,-0.675536,5.05597
-0.482621,-0.675389,5.04967
-0.283681,-0.682675,5.02993
-0.225346,-0.66869,5.03324
-0.162477,-0.691315,5.0294
0.203787,-0.668904,5.02724
0.414299,-0.658794,5.03797
0.47367,-0.666984,5.0362
0.533164,-0.681439,5.02685
0.647959,-0.660234,5.02637
0.730844,-0.683275,5.03135
0.89863,-0.668853,5.04084
-0.920582,-0.6364,5.03958
-0.860973,-0.635247,5.04557
-0.796593,-0.635326,5.03147
-0.51642,-0.62663,5.05946
-0.391528,-0.637979,5.04948
-0.332245,-0.64767,5.02681
-0.176795,-0.634059,5.03981
-0.115102,-0.657582,5.04592
-0.0488559,-0.625052,5.03801
0.107413,-0.658013,5.05255
0.156458,-0.626562,5.03856
0.251706,-0.633275,5.03216
0.804705,-0.626429,5.03176
-0.679533,-0.621765,5.05687
-0.572941,-0.617339,5.04166
-0.233859,-0.604047,5.05058
-0.124682,-0.598378,5.04763
0.0686799,-0.614018,5.02648
0.30361,-0.605464,5.04341
0.370041,-0.619291,5.02918
0.431813,-0.601547,5.03448
0.540572,-0.620877,5.04414
0.698982,-0.618884,5.03756
1.00053,-0.606613,5.03248
-0.920447,-0.568499,5.05591
-0.861399,-0.558312,5.05862
-0.73553,-0.564004,5.03163
-0.678701,-0.562123,5.05075
-0.624491,-0.586824,5.04409
-0.477367,-0.57418,5.04231
-0.420561,-0.58783,5.02898
-0.36931,-0.56441,5.04939
-0.31664,-0.58994,5.03166
-0.182286,-0.574354,5.04301
-0.0719324,-0.566118,5.02602
0.0332837,-0.566056,5.03299
0.115664,-0.562397,5.04378
0.175054,-0.570671,5.02756
0.235561,-0.575678,5.03573
0.347715,-0.565186,5.04835
0.466718,-0.557696,5.05721
0.648588,-0.588238,5.05407
0.75078,-0.580776,5.0337
-1.04065,-0.534775,5.05445
-0.975994,-0.546191,5.0475
-0.793799,-0.556122,5.04333
-0.631046,-0.523989,5.05597
-0.577645,-0.549457,5.04611
-0.231324,-0.532437,5.03717
0.290875,-0.548393,5.05747
0.606258,-0.538739,5.03321
0.699553,-0.556625,5.05341
0.824584,-0.530682,5.0291
0.920582,-0.545066,5.05799
0.979362,-0.552975,5.04902
1.03793,-0.540142,5.05094
-1.0001,-0.495484,5.0265
-0.758081,-0.506464,5.03081
-0.702142,-0.507011,5.05242
-0.540041,-0.504862,5.03243
-0.361523,-0.507185,5.03338
-0.288204,-0.514608,5.03084
-0.165924,-0.500392,5.02821
-0.0576298,-0.512332,5.05508
0.0722842,-0.520723,5.02852
0.154354,-0.514693,5.04986
0.263208,-0.502108,5.03059
0.330957,-0.508466,5.0371
0.435444,-0.509123,5.04107
0.495773,-0.505687,5.05044
0.556783,-0.505151,5.03745
0.66712,-0.503312,5.0574
-1.06656,-0.480932,5.04906
-0.931618,-0.483498,5.03147
-0.797934,-0.45882,5.05637
-0.478507,-0.48513,5.03231
-0.412726,-0.476049,5.03544
-0.261829,-0.462998,5.04614
-0.107561,-0.484075,5.03758
-0.0342039,-0.459404,5.03934
0.113249,-0.476955,5.02746
0.383049,-0.480604,5.04731
0.522448,-0.456892,5.02804
0.797648,-0.4773,5.032
0.948618,-0.472388,5.04276
-1.03128,-0.429839,5.0341
-0.860846,-0.446117,5.05221
-0.62833,-0.454638,5.04792
-0.524713,-0.446962,5.03172
-0.473313,-0.431792,5.05919
-0.364241,-0.434056,5.05942
-0.207917,-0.438351,5.03734
0.0196046,-0.433217,5.04317
0.214869,-0.424945,5.03949
0.270714,-0.445337,5.04852
0.636804,-0.441413,5.04768
0.743113,-0.45495,5.0428
0.895668,-0.444354,5.04028
1.006,-0.455084,5.04103
1.08324,-0.442159,5.0521
-0.933954,-0.416629,5.04122
-0.768811,-0.40657,5.05194
-0.615131,-0.399049,5.02665
-0.171157,-0.391044,5.0372
0.0732415,-0.400665,5.02659
0.159152,-0.407371,5.02604
0.318344,-0.397525,5.03789
0.480148,-0.417646,5.04427
0.539797,-0.406174,5.05485
0.597054,-0.396061,5.04021
0.712196,-0.403745,5.03888
0.792266,-0.421969,5.05434
0.852494,-0.402921,5.03701
1.1028,-0.390931,5.02778
-0.849984,-0.37267,5.05024
-0.796121,-0.355936,5.02975
-0.730857,-0.364382,5.03251
-0.670733,-0.373269,5.03358
-0.450767,-0.367559,5.02705
-0.391596,-0.375682,5.03223
-0.326195,-0.378749,5.04949
-0.0962774,-0.357712,5.04096
0.0194482,-0.37333,5.03994
0.655739,-0.384661,5.04477
0.99332,-0.362882,5.03019
-1.08513,-0.327835,5.032
-1.03076,-0.345651,5.04989
-0.273659,-0.350491,5.05566
-0.0350879,-0.349159,5.03385
0.0710121,-0.342892,5.04301
0.173178,-0.351918,5.05245
0.283583,-0.343703,5.04158
0.352125,-0.348489,5.04494
0.411131,-0.340364,5.0381
0.469612,-0.352707,5.0334
0.822262,-0.328054,5.05444
-1.00743,-0.291512,5.03901
-0.953693,-0.314346,5.05263
-0.88306,-0.311848,5.05455
-0.75903,-0.317694,5.05728
-0.701562,-0.305055,5.04588
-0.641973,-0.306212,5.05226
-0.464461,-0.316972,5.0562
-0.24634,-0.296878,5.04776
-0.187456,-0.290017,5.05716
-0.0806953,-0.301514,5.05496
0.04291,-0.292124,5.05807
0.128025,-0.303959,5.03524
0.189574,-0.29497,5.04297
0.380323,-0.290287,5.02637
0.596292,-0.291399,5.05699
0.770568,-0.302696,5.03762
0.875098,-0.302167,5.04281
0.961216,-0.314306,5.05032
1.07706,-0.307105,5.03746
-0.954915,-0.259249,5.02763
-0.750828,-0.256783,5.03688
-0.409997,-0.270563,5.05374
-0.303977,-0.282919,5.03887
-0.022272,-0.25743,5.02852
0.237312,-0.254875,5.05845
0.541248,-0.275861,5.03899
0.723038,-0.266294,5.03437
0.912806,-0.258023,5.05852
0.97344,-0.255757,5.04664
1.13509,-0.283759,5.02743
-1.09067,-0.226937,5.03727
-1.03213,-0.237576,5.04774
-0.890425,-0.238574,5.04491
-0.703971,-0.220913,5.02573
-0.641958,-0.248332,5.02647
-0.332552,-0.230799,5.04666
-0.216348,-0.24037,5.03811
-0.157089,-0.238167,5.04685
-0.081549,-0.24857,5.02691
0.0490036,-0.234701,5.04185
0.105406,-0.251441,5.05329
0.283532,-0.222056,5.03068
0.335755,-0.249505,5.04419
0.631841,-0.246329,5.03983
0.797173,-0.229727,5.04666
0.854702,-0.246214,5.04973
1.02137,-0.222551,5.03257
1.08844,-0.248761,5.04526
1.14815,-0.225307,5.03022
-1.14939,-0.218661,5.02821
-0.935622,-0.202481,5.02917
-0.539749,-0.20675,5.03217
-0.48043,-0.186825,5.03562
-0.242587,-0.187514,5.04885
-0.0878047,-0.197408,5.05749
-0.0137629,-0.202266,5.05042
0.20566,-0.207875,5.0381
0.328447,-0.191067,5.05549
0.387769,-0.189607,5.04668
0.459392,-0.211015,5.0527
0.532478,-0.217557,5.02813
0.618417,-0.190692,5.05759
0.683662,-0.217046,5.04736
1.10438,-0.191532,5.05336
-1.1596,-0.156153,5.02735
-1.11234,-0.175365,5.05873
-1.01954,-0.155442,5.05337
-0.886391,-0.169303,5.03756
-0.684921,-0.166416,5.04184
-0.423092,-0.169707,5.0395
-0.171892,-0.180535,5.03954
0.0374588,-0.177425,5.02858
0.15046,-0.184937,5.03312
0.504544,-0.165729,5.03951
0.669877,-0.156191,5.05912
0.818933,-0.175135,5.05856
0.884752,-0.179683,5.04924
0.939108,-0.155765,5.03692
0.997886,-0.167661,5.038
1.15805,-0.16701,5.04024
-0.972252,-0.126557,5.03051
-0.855115,-0.118475,5.03165
-0.795259,-0.121611,5.03325
-0.738049,-0.139531,5.03484
-0.56138,-0.150969,5.03634
-0.378797,-0.13146,5.02673
-0.00623598,-0.136369,5.02816
0.109656,-0.142341,5.04403
0.218099,-0.149855,5.04682
0.357408,-0.1386,5.05492
0.448109,-0.150776,5.05303
0.550707,-0.128429,5.04954
0.731011,-0.146458,5.04059
0.789563,-0.129947,5.02998
0.889088,-0.124089,5.02724
1.08236,-0.135863,5.05575
-1.16591,-0.0980373,5.04055
-1.10579,-0.111969,5.04707
-1.04707,-0.10469,5.03724
-0.914217,-0.116369,5.04143
-0.712274,-0.0855278,5.03822
-0.660258,-0.112562,5.05085
-0.598154,-0.0964097,5.03907
-0.511935,-0.115249,5.05685
-0.144172,-0.0969426,5.04049
-0.0406439,-0.0901897,5.04491
0.601158,-0.0963376,5.0451
0.660364,-0.0971516,5.0546
0.748577,-0.0894571,5.04652
0.978068,-0.113112,5.05305
1.13482,-0.109048,5.04415
-1.12549,-0.0556741,5.05351
-0.996278,-0.0548801,5.0498
-0.776293,-0.064947,5.02888
-0.662732,-0.0528368,5.0465
-0.548101,-0.0675125,5.05483
-0.353628,-0.0807589,5.04628
-0.244273,-0.0707458,5.03568
0.0772349,-0.0651883,5.04901
0.141855,-0.0628354,5.04181
0.208362,-0.0577474,5.03982
0.290683,-0.0828784,5.03089
0.352353,-0.08247,5.0346
0.409322,-0.0811361,5.05326
0.530326,-0.0646137,5.05932
0.805509,-0.0715811,5.04058
0.864998,-0.0644487,5.0377
0.930301,-0.0636361,5.04861
1.0454,-0.0614727,5.03676
1.11824,-0.0523528,5.03375
-0.941252,-0.031999,5.05659
-0.88395,-0.0230308,5.02935
-0.823335,-0.0288856,5.0381
-0.713433,-0.0263926,5.02846
-0.440366,-0.0356819,5.0399
-0.377714,-0.0258994,5.04528
-0.284537,-0.0269214,5.04699
-0.139696,-0.0385772,5.0274
-0.0874,-0.0215929,5.05137
0.00581015,-0.0384429,5.0497
0.320236,-0.0341664,5.04953
0.418755,-0.0220338,5.04989
0.484289,-0.0251443,5.04521
0.653595,-0.0376211,5.05715
0.83031,-0.0195059,5.05696
-1.03027,-0.00710936,5.03718
-0.977197,0.0161059,5.05257
-0.664311,0.00650023,5.03842
-0.551548,-0.0107707,5.03588
-0.328028,0.0136737,5.03929
0.101078,-0.00972107,5.03393
0.171271,-0.0121385,5.02806
0.541245,-0.0126079,5.03156
0.600289,0.0119954,5.03493
0.701969,-0.00596288,5.04129
0.960593,-0.014729,5.03175
1.01985,-0.00720092,5.03709
1.07777,-0.0126071,5.05305
-1.16948,0.0363533,5.03751
-1.07469,0.0426673,5.04717
-0.713248,0.0387467,5.02588
-0.56882,0.0442351,5.05237
-0.511512,0.0338281,5.03801
-0.376603,0.0483649,5.04478
-0.188424,0.0265731,5.03092
-0.130326,0.0201113,5.04801
0.142979,0.031178,5.05833
0.331105,0.0297466,5.04177
0.458259,0.0269057,5.03077
0.750296,0.0294512,5.04217
0.857543,0.0283238,5.03319
-1.01745,0.058101,5.03808
-0.959374,0.0724384,5.04256
-0.894618,0.0578876,5.04543
-0.832107,0.0598271,5.04303
-0.770546,0.0536585,5.03538
-0.670839,0.0752886,5.0474
-0.0349842,0.0669523,5.03867
0.0234405,0.0538252,5.04189
0.110126,0.0811239,5.05372
0.28362,0.0718993,5.04526
0.424099,0.0758744,5.03605
0.480308,0.0790905,5.05663
0.591948,0.0710149,5.041
-1.11647,0.087442,5.04765
-0.78215,0.111644,5.04954
-0.332206,0.08985,5.04701
-0.25596,0.0971675,5.04905
-0.181975,0.108999,5.05888
-0.00271482,0.117448,5.04098
0.0557126,0.104302,5.04385
0.202822,0.117562,5.03831
0.531564,0.0967325,5.03097
0.69735,0.11351,5.04082
0.752196,0.0893488,5.04268
0.809606,0.100526,5.05583
0.868972,0.092531,5.05357
1.12425,0.0924353,5.05038
-1.10615,0.14645,5.04425
-1.02866,0.138745,5.05886
-0.969462,0.129505,5.05784
-0.719294,0.134137,5.05763
-0.602771,0.127804,5.03246
-0.450506,0.122391,5.05149
-0.122444,0.128621,5.02586
0.0957765,0.147742,5.0338
0.262535,0.127674,5.03907
0.338035,0.12074,5.0481
0.745891,0.148584,5.04926
0.894606,0.146306,5.04678
0.951892,0.12965,5.0524
1.00969,0.128039,5.0366
-0.984309,0.180603,5.03035
-0.9267,0.164446,5.03448
-0.867385,0.161173,5.04539
-0.81073,0.179182,5.03776
-0.558144,0.161822,5.05357
-0.471547,0.177534,5.04115
-0.164875,0.165272,5.04708
-0.0572507,0.161204,5.03702
0.0415117,0.170003,5.04619
0.154581,0.152622,5.04419
0.202392,0.184849,5.02769
0.302925,0.169178,5.05469
0.368606,0.173837,5.04665
0.52389,0.156184,5.02999
0.636239,0.175905,5.03417
0.696516,0.17983,5.03377
1.0347,0.185236,5.05483
1.11082,0.153116,5.0352
-1.0971,0.210609,5.03816
-1.03952,0.196683,5.04722
-0.721239,0.193804,5.05227
-0.663967,0.209665,5.03408
-0.612459,0.187255,5.05508
-0.424503,0.2134,5.03152
-0.369679,0.189518,5.02757
-0.315643,0.192692,5.05339
-0.0151288,0.197597,5.05933
0.0956075,0.204238,5.05563
0.256078,0.205296,5.0449
0.476688,0.193092,5.0308
0.858194,0.193958,5.04698
0.938032,0.187586,5.04571
-0.945343,0.226083,5.02831
-0.846493,0.226925,5.03134
-0.341941,0.244661,5.0391
-0.217898,0.250332,5.05213
-0.171295,0.221608,5.02767
0.0361125,0.228766,5.05861
0.16742,0.230554,5.04449
0.221316,0.251304,5.02846
0.392612,0.232132,5.04243
0.791257,0.235929,5.04438
0.940282,0.247496,5.04603
1.05836,0.240209,5.05298
1.14467,0.24244,5.05643
-0.99013,0.25406,5.05738
-0.896783,0.261178,5.03144
-0.804771,0.268133,5.044
-0.677143,0.26947,5.04582
-0.565597,0.253355,5.04375
-0.460454,0.279872,5.03001
-0.401981,0.268277,5.04036
-0.162246,0.273568,5.05613
-0.0693593,0.26692,5.05114
-0.0132515,0.260236,5.03109
0.139389,0.284613,5.03495
0.337663,0.262647,5.03437
0.533757,0.276326,5.04443
0.751824,0.27829,5.02661
0.873881,0.280766,5.03669
-0.949939,0.288851,5.02971
-0.725295,0.306044,5.0475
-0.612253,0.290886,5.04054
-0.557614,0.31203,5.05328
-0.237063,0.305928,5.04083
-0.0311419,0.313047,5.05309
0.298119,0.309709,5.04658
0.361375,0.315093,5.05113
0.415909,0.290965,5.05733
0.47796,0.29554,5.05501
0.591871,0.291964,5.05157
0.655695,0.31768,5.05181
0.715631,0.319618,5.05065
0.811951,0.291696,5.03681
0.974364,0.294747,5.03205
1.07453,0.31547,5.05591
1.13108,0.299522,5.04413
-1.12501,0.321469,5.04732
-1.01086,0.340738,5.04328
-0.899512,0.321045,5.03351
-0.806001,0.349635,5.05711
-0.389277,0.341029,5.04353
-0.171712,0.3301,5.03868
0.027906,0.328884,5.0325
0.164085,0.338429,5.04829
0.409774,0.344677,5.03149
0.468685,0.353029,5.04076
0.548943,0.333991,5.05065
0.769357,0.340633,5.03308
0.884547,0.339289,5.02904
1.0115,0.340784,5.04177
-1.1071,0.37868,5.04736
-0.863003,0.366126,5.0486
-0.705365,0.3617,5.02575
-0.553236,0.37882,5.03968
-0.494046,0.388058,5.03731
-0.441118,0.367934,5.05695
-0.298062,0.385593,5.03895
-0.243387,0.36455,5.05157
0.112695,0.369067,5.05245
0.311685,0.367338,5.05583
0.520348,0.385835,5.04129
0.942389,0.356099,5.03254
1.11104,0.365629,5.02904
-0.830153,0.416317,5.049
-0.776353,0.396064,5.03188
-0.389746,0.400923,5.04626
-0.154782,0.414276,5.0566
-0.070873,0.388357,5.03934
0.00663021,0.411748,5.03967
0.228084,0.406562,5.03679
0.286879,0.413996,5.02751
0.408129,0.404546,5.03401
0.464544,0.413044,5.05388
1.09035,0.419482,5.05361
-1.08624,0.434786,5.05086
-0.869738,0.454906,5.02568
-0.727895,0.448832,5.04793
-0.657823,0.424834,5.04422
-0.599125,0.425388,5.03205
-0.546536,0.441892,5.05568
-0.488775,0.451831,5.04301
-0.338016,0.431368,5.03223
-0.271481,0.437053,5.05441
-0.0450912,0.442398,5.04243
0.0874911,0.422627,5.04289
0.143582,0.44367,5.04433
0.563357,0.436691,5.0491
0.623747,0.448335,5.03204
