x,y,z
0.714615,0.825549,0.567061
-0.804612,0.849571,0.587129
-0.677831,0.850402,0.564466
-0.493393,0.846804,0.564764
-0.442773,0.835321,0.594692
-0.386857,0.839034,0.573342
-0.101395,0.856016,0.563899
0.288076,0.848651,0.563986
0.435968,0.830043,0.565073
0.489548,0.83005,0.591704
0.544152,0.833049,0.567365
-0.760011,0.889639,0.58556
-0.630085,0.886584,0.564636
-0.448479,0.890715,0.568843
-0.272609,0.865333,0.579171
-0.145349,0.892983,0.59039
0.0038691,0.861681,0.583463
0.0935186,0.887168,0.56341
0.15333,0.889415,0.561657
0.203628,0.867343,0.585489
0.333853,0.884136,0.594006
0.390371,0.864735,0.582526
0.5319,0.891441,0.572896
0.588009,0.864052,0.59389
0.692773,0.876821,0.589003
0.788424,0.864632,0.572214
-0.712557,0.928047,0.584948
-0.581242,0.921287,0.565823
-0.392208,0.905362,0.583223
-0.0777031,0.911068,0.56439
0.0346593,0.912591,0.576336
0.209213,0.92621,0.575678
0.398809,0.921802,0.566511
-0.53115,0.954125,0.566844
-0.429246,0.951616,0.574702
-0.346592,0.944139,0.581604
-0.289207,0.942603,0.564317
0.0802363,0.950829,0.583614
0.139151,0.941117,0.588463
0.342022,0.942148,0.571772
0.48673,0.929472,0.584818
0.538382,0.950079,0.562534
0.684878,0.948648,0.568698
-0.663493,0.963683,0.585137
-0.477725,0.985663,0.565657
-0.270366,0.993343,0.590144
0.229046,0.99031,0.591546
0.301932,0.988586,0.578448
0.493249,0.987867,0.573418
0.635636,0.98236,0.574414
-0.612983,0.996631,0.586352
-0.560195,1.02731,0.588456
-0.423068,1.01013,0.563378
-0.214943,0.99762,0.567951
-0.138596,1.00446,0.580936
-0.0789051,1.00989,0.579634
-0.0190382,1.01194,0.580863
0.584966,1.0133,0.582931
-0.503801,1.05607,0.589443
-0.37142,1.03637,0.578373
-0.314057,1.04175,0.561872
-0.199607,1.06243,0.564209
0.091942,1.05536,0.586147
0.300037,1.04839,0.569862
0.397955,1.03292,0.577389
0.531224,1.0425,0.591084
-0.449035,1.08042,0.589648
-0.280544,1.08064,0.592801
0.246231,1.0747,0.568379
-0.31601,1.12667,0.577805
-0.167715,1.10774,0.587201
-0.108144,1.11046,0.583204
-0.0484067,1.11171,0.581848
0.011263,1.11339,0.585368
0.0710213,1.11146,0.584695
0.129647,1.10399,0.575447
0.189391,1.0992,0.573636
0.358872,1.11368,0.587082
-0.258841,1.1411,0.567684
-0.0641466,-1.1683,0.596405
-0.268584,-1.13888,0.627962
-0.139839,-1.16172,0.605201
0.164799,-1.15849,0.601379
0.223182,-1.14861,0.61043
0.281571,-1.13564,0.612663
-0.391018,-1.10279,0.604454
-0.330418,-1.12242,0.613361
-0.226426,-1.09758,0.617911
-0.104669,-1.1162,0.621998
0.0840245,-1.11841,0.621314
0.15372,-1.10557,0.627025
0.371809,-1.10944,0.608507
-0.452231,-1.07913,0.597542
-0.283484,-1.08675,0.602418
-0.137107,-1.06371,0.598099
-0.0274221,-1.07235,0.621066
0.0280193,-1.09671,0.621189
0.310379,-1.07995,0.611187
0.427102,-1.0894,0.596869
-0.191545,-1.03876,0.59537
-0.0810211,-1.04509,0.607899
0.0204971,-1.03672,0.62577
0.102002,-1.04701,0.599961
0.190741,-1.05938,0.617733
0.271274,-1.03523,0.618913
0.378415,-1.0507,0.598565
0.432594,-1.03329,0.617125
0.529974,-1.04317,0.620772
-0.483537,-1.0032,0.6272
-0.308969,-0.998223,0.604671
-0.251629,-1.01509,0.60016
-0.147516,-1.00574,0.618956
-0.031793,-1.01119,0.611474
0.0678454,-1.00099,0.617362
0.15308,-1.01576,0.601543
0.484395,-1.00459,0.625568
0.581472,-1.01531,0.607857
-0.539051,-0.981675,0.62045
-0.424661,-0.968461,0.602333
-0.367865,-0.98736,0.603874
-0.204791,-0.990628,0.628344
-0.0849348,-0.982677,0.612436
0.0101241,-0.969625,0.601413
0.117256,-0.96836,0.608559
0.206893,-0.981421,0.623956
0.370592,-0.984332,0.60155
-0.590615,-0.951284,0.618952
-0.472417,-0.93242,0.600466
-0.330938,-0.943225,0.621323
-0.271519,-0.952724,0.615504
-0.201072,-0.933717,0.605728
-0.141848,-0.940264,0.612368
0.169719,-0.94051,0.6008
0.272772,-0.954081,0.619829
0.330061,-0.940215,0.600378
0.516335,-0.940158,0.612395
-0.640665,-0.918301,0.620036
-0.523066,-0.900689,0.597233
-0.398085,-0.920941,0.627011
0.225004,-0.919354,0.609891
0.391165,-0.918853,0.624922
0.458558,-0.924464,0.615092
0.722175,-0.920599,0.614084
-0.766959,-0.883647,0.603532
-0.672144,-0.863369,0.626164
-0.574356,-0.869829,0.597402
-0.445209,-0.884319,0.623682
-0.394411,-0.864111,0.599175
-0.338953,-0.886497,0.595677
0.0153007,-0.868897,0.612345
0.0710595,-0.89027,0.61729
0.163992,-0.881243,0.607167
0.48398,-0.872547,0.599327
0.53761,-0.885817,0.625383
0.597564,-0.886025,0.624029
0.670239,-0.892947,0.625495
0.767826,-0.882882,0.623118
-0.797847,-0.83251,0.611852
-0.624726,-0.837591,0.600331
-0.496487,-0.853626,0.622967
-0.449526,-0.82781,0.596167
-0.25334,-0.834761,0.621389
-0.0939591,-0.842403,0.596778
-0.0344632,-0.83723,0.601895
0.238644,-0.836731,0.604111
0.294832,-0.83247,0.62467
0.632639,-0.839524,0.609897
-0.849422,-0.804627,0.624368
-0.739064,-0.821436,0.614877
-0.676087,-0.807158,0.605631
-0.40705,-0.79863,0.626675
0.00448785,-0.799156,0.626754
0.513603,-0.812132,0.601328
0.588339,-0.799941,0.617448
0.689432,-0.818837,0.611515
0.75713,-0.824302,0.616438
0.843818,-0.81055,0.602299
-0.886955,-0.763066,0.603034
-0.715627,-0.767803,0.627538
-0.593611,-0.793046,0.625494
-0.537786,-0.783605,0.605022
-0.293475,-0.790214,0.619314
-0.227918,-0.774219,0.627891
-0.131949,-0.761736,0.625118
-0.0701448,-0.79275,0.620237
0.0501608,-0.769331,0.601902
0.159963,-0.776662,0.602583
0.213117,-0.78802,0.627909
0.311829,-0.768768,0.602917
0.371451,-0.773484,0.610462
0.540364,-0.762104,0.620642
0.643265,-0.781061,0.602544
0.882923,-0.767707,0.617327
-0.774759,-0.750256,0.627434
-0.580461,-0.737858,0.606535
-0.18534,-0.743121,0.599359
-0.083783,-0.73891,0.597842
0.114365,-0.729375,0.619659
0.268393,-0.727801,0.608134
0.751321,-0.733896,0.602157
-0.924861,-0.716641,0.602832
-0.79714,-0.697704,0.601679
-0.688964,-0.695326,0.602931
-0.638108,-0.72431,0.615557
-0.4777,-0.717923,0.610547
-0.42014,-0.704647,0.620335
-0.362879,-0.7064,0.602692
-0.24309,-0.724268,0.598543
0.345696,-0.719501,0.607516
0.46807,-0.710111,0.627612
0.522814,-0.707762,0.60184
0.657342,-0.723236,0.609572
0.803802,-0.711741,0.620764
0.865109,-0.706891,0.621817
-0.960396,-0.668393,0.603062
-0.743447,-0.690817,0.627294
-0.252071,-0.669972,0.62211
-0.1983,-0.684572,0.599986
-0.102176,-0.685844,0.618495
-0.0474748,-0.667621,0.602731
0.0480025,-0.663415,0.596812
0.102434,-0.670594,0.62114
0.161539,-0.662946,0.614494
0.358574,-0.661103,0.603387
0.425091,-0.664132,0.59886
0.484946,-0.661508,0.597
0.609546,-0.691703,0.627009
0.947496,-0.686538,0.610694
-0.907739,-0.655527,0.628547
-0.832256,-0.649385,0.597231
-0.775219,-0.641774,0.614034
-0.605794,-0.629589,0.615084
-0.352672,-0.648702,0.615326
-0.151077,-0.651525,0.616016
-0.0921483,-0.627851,0.607065
-0.00904974,-0.625969,0.62181
0.24392,-0.635235,0.608505
0.301334,-0.634246,0.625619
0.561916,-0.655435,0.625258
0.617353,-0.632232,0.627922
0.764987,-0.628145,0.625642
0.815344,-0.654599,0.606975
0.924724,-0.631727,0.618777
-0.994118,-0.617104,0.603084
-0.818488,-0.600419,0.628852
-0.663294,-0.614523,0.604902
-0.200642,-0.619824,0.604648
0.0810869,-0.61552,0.611051
0.185056,-0.598284,0.599462
0.352246,-0.603265,0.619593
0.454132,-0.617535,0.623507
0.514009,-0.61857,0.627107
0.569566,-0.596031,0.626743
0.670692,-0.600741,0.619413
0.864371,-0.620345,0.610509
-1.02752,-0.559749,0.608626
-0.967974,-0.56414,0.613062
-0.76025,-0.57593,0.598456
-0.700861,-0.568193,0.59953
-0.544819,-0.575679,0.596083
-0.278338,-0.567793,0.599115
-0.105155,-0.56939,0.604513
-0.00869034,-0.569191,0.602609
0.119794,-0.569958,0.607427
0.263173,-0.570465,0.596455
0.46801,-0.561583,0.607151
0.811095,-0.589935,0.623059
0.962879,-0.587004,0.606913
-0.573202,-0.525026,0.610878
-0.490332,-0.556073,0.611475
-0.434819,-0.534367,0.623573
-0.381654,-0.532727,0.596024
-0.163866,-0.538498,0.611863
-0.0535566,-0.526317,0.617604
0.37305,-0.550522,0.596337
0.523989,-0.55711,0.628075
0.662032,-0.546155,0.596211
0.855297,-0.539863,0.613239
0.985967,-0.532179,0.599339
-1.05476,-0.506492,0.605401
-0.996652,-0.501033,0.619019
-0.91312,-0.507661,0.603466
-0.842556,-0.500716,0.61136
-0.633112,-0.510753,0.601313
-0.310643,-0.517321,0.597994
-0.255265,-0.517031,0.62097
-0.111446,-0.509815,0.60748
0.0462364,-0.495777,0.61644
0.178618,-0.504789,0.601555
0.237637,-0.507277,0.610784
0.441885,-0.508977,0.595361
0.557025,-0.49096,0.598998
0.61192,-0.515114,0.60699
0.665006,-0.492951,0.623674
0.714522,-0.512874,0.596538
0.810644,-0.492482,0.597538
1.04693,-0.522396,0.616934
-0.882958,-0.456439,0.610852
-0.464991,-0.485048,0.608119
-0.393644,-0.474081,0.59884
-0.281548,-0.464392,0.609705
-0.0669226,-0.461132,0.618713
-0.0118588,-0.483859,0.625056
0.12987,-0.470485,0.607164
0.418082,-0.460963,0.622078
0.755443,-0.469139,0.596251
0.866011,-0.481039,0.617463
-1.07933,-0.451879,0.606437
-0.941481,-0.455153,0.597923
-0.649263,-0.447147,0.626915
-0.54703,-0.447559,0.597367
-0.493243,-0.43355,0.619827
-0.433434,-0.436323,0.623075
-0.125667,-0.451776,0.611931
0.0201476,-0.433241,0.627947
0.0759685,-0.444271,0.609146
0.266479,-0.455003,0.615952
0.85916,-0.424855,0.596441
0.96273,-0.448509,0.601888
1.02857,-0.443169,0.623436
1.08889,-0.428096,0.627428
-1.10091,-0.396187,0.601357
-0.982772,-0.413024,0.608323
-0.925911,-0.403279,0.624482
-0.695183,-0.419837,0.599667
-0.59622,-0.420544,0.618479
-0.365079,-0.418989,0.610594
-0.307046,-0.404111,0.610873
-0.249043,-0.414915,0.600323
-0.147636,-0.396009,0.612068
0.167913,-0.416438,0.615813
0.226451,-0.404326,0.61176
0.381179,-0.418352,0.601801
0.448817,-0.409681,0.625013
0.599883,-0.405024,0.623401
0.654104,-0.418169,0.601521
0.73217,-0.417776,0.616689
0.789574,-0.399134,0.626009
0.990741,-0.391468,0.618574
1.05037,-0.394486,0.596059
-0.82723,-0.377602,0.60286
-0.772979,-0.359891,0.621178
-0.679377,-0.361147,0.598216
-0.620583,-0.366168,0.624088
-0.564388,-0.365491,0.603131
-0.504713,-0.367544,0.615542
-0.446594,-0.377904,0.625872
-0.10267,-0.357537,0.602329
0.00502099,-0.373482,0.6139
0.0946766,-0.362319,0.59626
0.406886,-0.367206,0.619579
0.547619,-0.37652,0.616527
0.690855,-0.371626,0.61038
0.895139,-0.361097,0.618088
1.10815,-0.375677,0.605822
-0.940128,-0.335702,0.608805
-0.291252,-0.347588,0.622915
-0.0445842,-0.342942,0.599901
0.270733,-0.343361,0.599094
0.502622,-0.328978,0.611122
0.601737,-0.325065,0.621642
0.726288,-0.323386,0.609639
0.783312,-0.341821,0.609864
1.00848,-0.336674,0.601869
1.06167,-0.345211,0.628138
-0.815632,-0.319244,0.610192
-0.73015,-0.319189,0.610862
-0.64168,-0.314664,0.602076
-0.531843,-0.315168,0.604849
-0.329706,-0.305877,0.603511
-0.244697,-0.310643,0.615229
-0.171932,-0.288985,0.616673
-0.113429,-0.304157,0.627454
0.0529786,-0.317788,0.59913
0.109881,-0.306844,0.614436
0.181613,-0.293076,0.602531
0.235147,-0.304106,0.627126
0.378447,-0.316237,0.606028
0.666887,-0.315431,0.609003
0.962428,-0.303725,0.621408
1.12584,-0.318593,0.610076
-0.772824,-0.279701,0.596132
-0.590674,-0.269657,0.61868
-0.484769,-0.283313,0.623869
-0.367191,-0.25455,0.595911
-0.0546641,-0.273544,0.609395
0.136471,-0.253699,0.606548
0.352143,-0.262575,0.601993
0.412774,-0.263121,0.614413
0.470738,-0.278188,0.611435
0.565548,-0.272118,0.59602
0.679276,-0.256774,0.60971
0.747713,-0.268622,0.621025
0.852781,-0.280819,0.621468
0.905008,-0.255265,0.60026
1.14065,-0.260636,0.606864
-1.10382,-0.24617,0.614791
-0.94226,-0.240296,0.609887
-0.779264,-0.229713,0.628436
-0.70053,-0.221018,0.59927
-0.643883,-0.240616,0.598976
-0.534016,-0.25306,0.607976
-0.26969,-0.220609,0.623148
-0.158343,-0.23126,0.625293
-0.00483988,-0.240282,0.609573
0.077126,-0.231953,0.624003
0.520178,-0.248042,0.6269
0.800897,-0.241246,0.624742
0.854764,-0.22303,0.605953
0.979334,-0.246548,0.615813
-1.15115,-0.209546,0.61167
-1.05537,-0.205681,0.617915
-0.590565,-0.213231,0.598682
-0.326709,-0.210565,0.607282
-0.113174,-0.20456,0.59626
0.156698,-0.193367,0.61685
0.264275,-0.209282,0.606742
0.32372,-0.211189,0.613869
0.383189,-0.211559,0.606743
0.442776,-0.212155,0.601254
0.49756,-0.193321,0.616279
0.64157,-0.210701,0.616725
0.727565,-0.212269,0.618007
0.781139,-0.186995,0.608743
0.974245,-0.187208,0.609568
-0.935673,-0.180711,0.610051
-0.848362,-0.158894,0.627929
-0.696697,-0.152356,0.599033
-0.545284,-0.153108,0.622457
-0.443011,-0.176881,0.625827
-0.378926,-0.183379,0.618775
-0.16324,-0.171563,0.628037
-0.00876751,-0.180903,0.616628
0.0998123,-0.176472,0.625281
0.294065,-0.157654,0.611971
0.353938,-0.159482,0.610912
0.549217,-0.163038,0.618025
0.608314,-0.161618,0.607906
1.15936,-0.1579,0.629084
-1.04076,-0.149468,0.603144
-0.984814,-0.146413,0.624581
-0.492483,-0.127601,0.604093
-0.432846,-0.122324,0.603239
-0.322409,-0.151093,0.601782
-0.232817,-0.12371,0.615866
-0.125111,-0.131579,0.604983
-0.00970983,-0.121909,0.627191
0.0855525,-0.124158,0.599845
0.227869,-0.126815,0.607068
0.465115,-0.143814,0.625677
0.713493,-0.136217,0.619586
0.880495,-0.13229,0.596345
0.986042,-0.128667,0.613481
-1.12147,-0.110922,0.605207
-0.979008,-0.087439,0.614753
-0.862135,-0.101561,0.617934
-0.80433,-0.116192,0.623999
-0.687913,-0.0942975,0.611348
-0.541459,-0.0931387,0.603721
-0.380463,-0.100593,0.622405
0.0340235,-0.0868148,0.602872
0.332476,-0.105377,0.625107
0.429623,-0.0875834,0.620418
0.513986,-0.116962,0.602808
0.620443,-0.0846275,0.617676
0.827266,-0.0932939,0.598699
1.06233,-0.100905,0.625697
1.11774,-0.111613,0.605043
-1.16755,-0.0764246,0.621895
-1.09213,-0.0617563,0.62271
-0.82088,-0.058598,0.624816
-0.427081,-0.0637495,0.614557
-0.268744,-0.0660632,0.618998
-0.16377,-0.0764701,0.598227
-0.109819,-0.076952,0.624228
0.0896816,-0.0646215,0.60466
0.179625,-0.0843983,0.611631
0.374773,-0.0635983,0.617345
0.680077,-0.0788934,0.618848
0.884653,-0.0758877,0.616318
1.00811,-0.0731185,0.616458
-0.991597,-0.0291128,0.608562
-0.935444,-0.0230593,0.628701
-0.877595,-0.0441202,0.611771
-0.763045,-0.034221,0.614204
-0.682559,-0.0350774,0.603877
-0.620245,-0.0186075,0.612433
-0.520034,-0.0419162,0.626393
-0.464949,-0.0183387,0.624461
-0.352861,-0.0324203,0.606938
0.043661,-0.0317449,0.624411
0.199997,-0.0288161,0.621249
0.259514,-0.021651,0.619779
0.312386,-0.0496614,0.615949
0.460537,-0.0362861,0.62017
0.52016,-0.0352451,0.62586
0.569843,-0.0497542,0.595611
0.645689,-0.0318308,0.60498
0.732017,-0.0501611,0.626952
1.0596,-0.0435882,0.608431
1.16933,-0.041997,0.620709
-0.811598,0.000397884,0.620004
-0.725016,0.0109928,0.624246
-0.565285,0.00208532,0.624282
-0.406521,-0.00750366,0.616416
-0.293226,-0.0113983,0.618872
-0.142671,-0.0143075,0.610932
-0.0402788,-0.000765384,0.614395
0.0155,0.0144128,0.598564
0.0933567,-0.00495303,0.601331
0.308336,0.00868921,0.602862
0.756934,0.00354265,0.618235
0.825719,-0.00316741,0.624363
-0.996076,0.0351525,0.625821
-0.772245,0.0438257,0.607468
-0.633052,0.0486253,0.596138
-0.509238,0.0209536,0.614951
-0.338922,0.0258482,0.608153
-0.238342,0.027892,0.621423
-0.137843,0.0472793,0.6063
-0.0827255,0.0391784,0.628237
0.227024,0.0281068,0.612129
0.868066,0.0392506,0.625107
0.921756,0.0295551,0.600403
0.981426,0.0293491,0.605394
1.16988,0.0178249,0.622633
-1.1666,0.0576346,0.616842
-1.06139,0.060131,0.608326
-0.887944,0.0696287,0.626004
-0.681778,0.0747109,0.62569
-0.465559,0.0614046,0.621074
-0.264634,0.0832589,0.618492
0.2786,0.0543945,0.627646
0.644569,0.0714413,0.617931
0.71971,0.0561854,0.626556
0.77643,0.0591372,0.60747
1.07946,0.0538483,0.619581
1.16751,0.0768495,0.613015
-1.113,0.0868654,0.622966
-0.957967,0.0851559,0.607414
-0.826469,0.0893337,0.597116
-0.639468,0.108149,0.599635
-0.519954,0.0866004,0.620812
-0.420522,0.10075,0.623659
-0.367715,0.084453,0.600409
-0.315269,0.112805,0.605947
-0.113879,0.101937,0.611757
-0.0514497,0.0864074,0.608681
0.0355014,0.111329,0.602529
0.10175,0.0937056,0.598586
0.164642,0.0906829,0.597226
0.224033,0.0876553,0.605193
0.360489,0.0854051,0.605235
0.419657,0.0902109,0.596928
0.486129,0.10769,0.629117
0.537569,0.093588,0.601866
0.690898,0.109136,0.613959
0.866063,0.107907,0.609827
0.970788,0.0887368,0.602358
1.06618,0.113513,0.613182
-1.05484,0.125745,0.604382
-0.961207,0.142382,0.625001
-0.858298,0.139869,0.602238
-0.777494,0.123783,0.599888
-0.694574,0.132956,0.619307
-0.586159,0.139753,0.622224
-0.521335,0.142806,0.600185
-0.376299,0.14109,0.625451
-0.271898,0.150908,0.621788
-0.217497,0.126144,0.619091
0.0886937,0.148204,0.619915
0.14645,0.147454,0.603726
0.563899,0.147414,0.60096
0.930503,0.129303,0.620391
1.16207,0.136473,0.613983
-0.91435,0.169527,0.599379
-0.809531,0.172178,0.61499
-0.442597,0.1558,0.60519
-0.337814,0.177079,0.596948
-0.119361,0.161254,0.618648
-0.0639121,0.179963,0.601462
0.29161,0.161938,0.619145
0.348714,0.180102,0.604028
0.414761,0.183288,0.615928
0.509451,0.162399,0.621212
0.873273,0.166199,0.621672
0.950423,0.184315,0.60785
1.05765,0.172567,0.607501
-1.04757,0.185831,0.611066
-0.862266,0.199854,0.608159
-0.65823,0.21322,0.602842
-0.553218,0.193217,0.605512
-0.452036,0.213918,0.616503
-0.396274,0.193875,0.605176
-0.0075047,0.199741,0.606155
0.178306,0.195059,0.621502
0.564604,0.207135,0.605839
0.623307,0.199064,0.614745
0.694015,0.203417,0.618283
0.753223,0.196452,0.624438
0.849387,0.216401,0.599372
1.10003,0.212464,0.627115
1.15368,0.195346,0.606794
-1.1485,0.223573,0.596207
-0.933718,0.220586,0.627979
-0.811473,0.232032,0.61527
-0.702605,0.2491,0.621375
-0.569886,0.249953,0.615053
-0.500597,0.249983,0.616902
-0.344523,0.234515,0.61269
-0.245507,0.221797,0.619259
-0.160015,0.248602,0.611588
-0.107561,0.219634,0.612053
0.0418536,0.233468,0.60158
0.101224,0.236095,0.610169
0.307688,0.219565,0.622727
0.381707,0.229754,0.597694
0.437391,0.238,0.62517
0.507613,0.249573,0.615797
0.792025,0.233778,0.59801
1.03965,0.230501,0.60695
-1.13566,0.281551,0.604389
-1.03113,0.286956,0.607869
-0.981672,0.253683,0.614048
-0.888566,0.253673,0.606451
-0.773716,0.2769,0.62768
-0.622404,0.275751,0.602042
-0.291692,0.260412,0.623897
-0.214635,0.269398,0.598424
-0.0779822,0.270136,0.599191
0.0159228,0.286217,0.613008
0.261663,0.254491,0.606954
0.339858,0.269399,0.614118
0.399695,0.283794,0.616524
0.563534,0.266945,0.602849
0.674972,0.256943,0.599382
0.834175,0.268408,0.624653
0.893865,0.27373,0.624569
0.952131,0.278194,0.611501
1.01034,0.281952,0.59749
1.08049,0.269045,0.627963
-0.931828,0.293733,0.59581
-0.67172,0.300357,0.625693
-0.572001,0.309604,0.620236
-0.40296,0.306622,0.605172
-0.314808,0.31572,0.625291
-0.125539,0.295639,0.625231
0.183759,0.297546,0.614164
0.242216,0.309985,0.618386
0.462547,0.289296,0.6072
0.519646,0.307473,0.606126
0.621499,0.301518,0.611664
0.78443,0.293197,0.600931
1.12739,0.312956,0.604051
-1.12005,0.3386,0.614228
-0.94016,0.34758,0.627563
-0.883513,0.354402,0.60929
-0.830115,0.327615,0.614261
-0.717197,0.348323,0.617698
-0.620272,0.336884,0.597494
-0.368687,0.352822,0.622024
-0.276783,0.354336,0.599702
-0.221847,0.342981,0.622128
-0.167181,0.334853,0.598821
-0.0192339,0.334542,0.608487
0.0962748,0.326054,0.600642
0.287986,0.345376,0.602833
0.347035,0.328796,0.617124
0.427836,0.338001,0.610635
0.675912,0.325678,0.605266
0.737321,0.322819,0.623297
0.999753,0.332921,0.627259
1.07069,0.327172,0.617432
-0.984505,0.380812,0.60471
-0.83327,0.386346,0.60279
-0.771347,0.379527,0.61402
-0.537797,0.355176,0.601732
-0.115837,0.354647,0.622653
-0.059914,0.375919,0.623462
0.327374,0.384873,0.624744
0.381729,0.374496,0.598744
0.537732,0.364542,0.604324
0.596109,0.361714,0.62079
0.874172,0.374786,0.623563
0.927806,0.366293,0.598561
1.05745,0.387489,0.626918
1.11001,0.370292,0.604006
-1.10117,0.395406,0.61736
-0.884206,0.413484,0.619067
-0.595799,0.393036,0.600663
-0.503396,0.406098,0.608797
-0.323469,0.40075,0.605302
-0.153542,0.394268,0.59822
-0.00549928,0.392819,0.605003
0.0537599,0.390829,0.613312
0.209452,0.40027,0.596984
0.273402,0.409646,0.616672
0.677848,0.419222,0.596226
0.956436,0.418131,0.607365
-0.749244,0.434725,0.621882
-0.554776,0.436594,0.603673
-0.442912,0.432931,0.619776
-0.191336,0.441692,0.605586
-0.0962568,0.422686,0.614124
-0.0392007,0.440396,0.618943
0.0183081,0.447814,0.603871
0.0779471,0.45117,0.608618
0.15947,0.424845,0.618876
0.228958,0.454167,0.614394
0.609366,0.422472,0.600528
0.732734,0.423622,0.619834
0.851678,0.428116,0.60818
1.03661,0.442778,0.611778
-1.05565,0.463545,0.612455
-0.99653,0.4564,0.605955
-0.947539,0.483977,0.626795
-0.872905,0.472187,0.616396
-0.816277,0.478064,0.597886
-0.474164,0.483656,0.62655
-0.344484,0.456906,0.605046
-0.0825804,0.479431,0.60024
0.324746,0.47768,0.609324
0.390079,0.477481,0.596474
0.526791,0.466605,0.600463
0.704599,0.472816,0.597945
0.766841,0.467084,0.596619
0.820942,0.478101,0.619913
0.880594,0.478053,0.625081
0.957159,0.47796,0.611138
-1.04734,0.521573,0.624958
-0.989958,0.515553,0.598585
-0.900667,0.52275,0.600069
-0.611232,0.512898,0.623088
-0.554485,0.495568,0.614523
-0.429003,0.522997,0.627351
-0.372937,0.510998,0.610136
-0.252137,0.495836,0.610938
-0.136077,0.506395,0.596951
0.0459783,0.500532,0.597029
0.214795,0.511427,0.603611
0.269763,0.497205,0.622824
0.484259,0.506736,0.613237
0.551555,0.520311,0.609895
0.616569,0.507816,0.624661
1.01229,0.498417,0.599578
-0.842891,0.53789,0.595804
-0.785624,0.544722,0.611551
-0.727489,0.530565,0.612431
-0.670035,0.523388,0.627513
-0.299812,0.533187,0.607005
-0.119871,0.555873,0.626684
-0.0607364,0.547015,0.622939
0.0189027,0.550447,0.616175
0.357423,0.527342,0.602596
0.409482,0.556685,0.599689
0.670199,0.526465,0.605444
0.851935,0.528405,0.609484
-0.958891,0.569851,0.607688
-0.657507,0.58144,0.61981
-0.558857,0.558516,0.614076
0.122823,0.572438,0.597195
0.178999,0.558621,0.612941
0.234614,0.580382,0.607728
0.34142,0.583611,0.615426
0.483731,0.564602,0.628552
0.575313,0.575267,0.607723
0.720835,0.570058,0.607399
0.779603,0.56556,0.596574
0.885484,0.586698,0.610769
-0.928211,0.620914,0.614549
-0.870112,0.590979,0.5996
-0.563319,0.618239,0.615454
-0.509415,0.592348,0.612503
-0.451104,0.602313,0.62168
-0.36281,0.608951,0.601079
-0.305509,0.592282,0.595732
-0.164306,0.595981,0.623936
-0.102206,0.611098,0.611652
-0.024637,0.59362,0.61206
0.152914,0.624304,0.596775
0.446473,0.603646,0.602634
0.504181,0.620059,0.618532
0.668767,0.597368,0.618943
1.00926,0.591989,0.614146
-0.781513,0.636844,0.621885
-0.679881,0.641959,0.626877
-0.621999,0.629584,0.617813
-0.514401,0.652253,0.621146
-0.264085,0.632576,0.611521
-0.164323,0.653446,0.607259
-0.0537315,0.645036,0.601779
0.0101857,0.640643,0.599082
0.263802,0.644221,0.609902
0.320898,0.638627,0.627383
0.420236,0.655498,0.616887
0.854391,0.643461,0.618894
0.976728,0.644158,0.608287
-0.894576,0.670205,0.620504
-0.584754,0.676458,0.615394
-0.413739,0.681482,0.601294
-0.357994,0.672327,0.625754
-0.255967,0.690403,0.597892
0.0936719,0.68278,0.62759
0.170075,0.675537,0.623927
0.528627,0.672128,0.601784
0.585429,0.687445,0.613009
0.697175,0.66068,0.62117
0.805603,0.670636,0.597185
-0.857991,0.717778,0.622034
-0.757635,0.706523,0.62309
-0.693105,0.696622,0.606432
-0.623246,0.725829,0.606392
-0.489083,0.705628,0.611462
-0.19704,0.714945,0.61269
-0.0884989,0.692987,0.611145
-0.0136496,0.697819,0.607793
0.0452224,0.700765,0.597129
0.258154,0.70338,0.602107
0.450015,0.725467,0.611413
0.684399,0.719102,0.625055
0.87966,0.698645,0.608802
0.939124,0.697861,0.616752
-0.803938,0.744071,0.628889
-0.723749,0.750234,0.599897
-0.378126,0.728746,0.62796
-0.270687,0.744796,0.618231
0.148485,0.730915,0.616555
0.305941,0.739345,0.605191
0.572575,0.754815,0.608144
0.627914,0.732123,0.610068
0.736975,0.729021,0.59822
0.83778,0.746939,0.62817
-0.82814,0.788256,0.596608
-0.575951,0.762633,0.605386
-0.487427,0.791865,0.596915
-0.429099,0.778338,0.607285
-0.328049,0.761237,0.623593
-0.217749,0.771048,0.608233
-0.157406,0.759963,0.611152
0.0632858,0.767687,0.601954
0.182826,0.777948,0.602519
0.518368,0.777868,0.597352
0.619786,0.79085,0.6
0.861294,0.792001,0.596355
-0.771191,0.809611,0.616894
-0.674696,0.79549,0.596569
-0.297549,0.808152,0.602259
-0.24121,0.826109,0.61172
-0.0726901,0.812246,0.610741
0.0288443,0.815632,0.612544
0.37564,0.811613,0.60591
0.567651,0.813558,0.618886
0.696633,0.822197,0.624162
0.760132,0.823996,0.605955
-0.72816,0.851374,0.61892
-0.629237,0.834446,0.595515
-0.529476,0.843828,0.612486
-0.344276,0.851732,0.613648
-0.188905,0.854659,0.60528
-0.120422,0.847334,0.620115
0.123836,0.852107,0.615866
0.439888,0.83841,0.624218
0.644611,0.845121,0.605173
0.821034,0.833589,0.611664
